wu,wr,wd,wl,x_a,y_a,x_s,y_s,au,ar,ad,al,direction
280,400,280,400,752,232,400,280,0,1,1,0,2
288,400,272,400,752,232,400,272,0,1,1,0,2
296,400,264,400,752,232,400,264,0,1,1,0,2
304,400,256,400,752,232,400,256,0,1,1,0,2
312,400,248,400,752,232,400,248,0,1,1,0,2
320,400,240,400,752,232,400,240,0,1,1,0,2
328,400,232,400,752,232,400,232,0,1,0,0,1
328,392,232,408,752,232,408,232,0,1,0,0,1
328,384,232,416,752,232,416,232,0,1,0,0,1
328,376,232,424,752,232,424,232,0,1,0,0,1
328,368,232,432,752,232,432,232,0,1,0,0,1
328,360,232,440,752,232,440,232,0,1,0,0,1
328,352,232,448,752,232,448,232,0,1,0,0,1
328,344,232,456,752,232,456,232,0,1,0,0,1
328,336,232,464,752,232,464,232,0,1,0,0,1
328,328,232,472,752,232,472,232,0,1,0,0,1
328,320,232,480,752,232,480,232,0,1,0,0,1
328,312,232,488,752,232,488,232,0,1,0,0,1
328,304,232,496,752,232,496,232,0,1,0,0,1
328,296,232,504,752,232,504,232,0,1,0,0,1
328,288,232,512,752,232,512,232,0,1,0,0,1
328,280,232,520,752,232,520,232,0,1,0,0,1
328,272,232,528,752,232,528,232,0,1,0,0,1
328,264,232,536,752,232,536,232,0,1,0,0,1
328,256,232,544,752,232,544,232,0,1,0,0,1
328,248,232,552,752,232,552,232,0,1,0,0,1
328,240,232,560,752,232,560,232,0,1,0,0,1
328,232,232,568,752,232,568,232,0,1,0,0,1
328,224,232,576,752,232,576,232,0,1,0,0,1
328,216,232,584,752,232,584,232,0,1,0,0,1
328,208,232,592,752,232,592,232,0,1,0,0,1
328,200,232,600,752,232,600,232,0,1,0,0,1
328,192,232,608,752,232,608,232,0,1,0,0,1
328,184,232,616,752,232,616,232,0,1,0,0,1
328,176,232,624,752,232,624,232,0,1,0,0,1
328,168,232,632,752,232,632,232,0,1,0,0,1
328,160,232,640,752,232,640,232,0,1,0,0,1
328,152,232,648,752,232,648,232,0,1,0,0,1
328,144,232,656,752,232,656,232,0,1,0,0,1
328,136,232,664,752,232,664,232,0,1,0,0,1
328,128,232,672,752,232,672,232,0,1,0,0,1
328,120,232,680,752,232,680,232,0,1,0,0,1
328,112,232,688,752,232,688,232,0,1,0,0,1
328,104,232,696,752,232,696,232,0,1,0,0,1
328,96,232,704,752,232,704,232,0,1,0,0,1
328,88,232,712,752,232,712,232,0,1,0,0,1
328,80,232,720,752,232,720,232,0,1,0,0,1
328,72,232,728,752,232,728,232,0,1,0,0,1
328,64,232,736,456,136,736,232,0,0,1,1,2
336,64,224,736,456,136,736,224,0,0,1,1,2
344,64,216,736,456,136,736,216,0,0,1,1,2
352,64,208,736,456,136,736,208,0,0,1,1,2
360,64,200,736,456,136,736,200,0,0,1,1,2
368,64,192,736,456,136,736,192,0,0,1,1,2
376,64,184,736,456,136,736,184,0,0,1,1,2
384,64,176,736,456,136,736,176,0,0,1,1,2
392,64,168,736,456,136,736,168,0,0,1,1,2
400,64,160,736,456,136,736,160,0,0,1,1,2
408,64,152,736,456,136,736,152,0,0,1,1,2
416,64,144,736,456,136,736,144,0,0,1,1,2
424,64,136,736,456,136,736,136,0,0,0,1,3
424,72,136,728,456,136,728,136,0,0,0,1,3
424,80,136,720,456,136,720,136,0,0,0,1,3
424,88,136,712,456,136,712,136,0,0,0,1,3
424,96,136,704,456,136,704,136,0,0,0,1,3
424,104,136,696,456,136,696,136,0,0,0,1,3
424,112,136,688,456,136,688,136,0,0,0,1,3
424,120,136,680,456,136,680,136,0,0,0,1,3
424,128,136,672,456,136,672,136,0,0,0,1,3
424,136,136,664,456,136,664,136,0,0,0,1,3
424,144,136,656,456,136,656,136,0,0,0,1,3
424,152,136,648,456,136,648,136,0,0,0,1,3
424,160,136,640,456,136,640,136,0,0,0,1,3
424,168,136,632,456,136,632,136,0,0,0,1,3
424,176,136,624,456,136,624,136,0,0,0,1,3
424,184,136,616,456,136,616,136,0,0,0,1,3
424,192,136,608,456,136,608,136,0,0,0,1,3
424,200,136,600,456,136,600,136,0,0,0,1,3
424,208,136,592,456,136,592,136,0,0,0,1,3
424,216,136,584,456,136,584,136,0,0,0,1,3
424,224,136,576,456,136,576,136,0,0,0,1,3
424,232,136,568,456,136,568,136,0,0,0,1,3
424,240,136,560,456,136,560,136,0,0,0,1,3
424,248,136,552,456,136,552,136,0,0,0,1,3
424,256,136,544,456,136,544,136,0,0,0,1,3
424,264,136,536,456,136,536,136,0,0,0,1,3
424,272,136,528,456,136,528,136,0,0,0,1,3
424,280,136,520,456,136,520,136,0,0,0,1,3
424,288,136,512,456,136,512,136,0,0,0,1,3
424,296,136,504,456,136,504,136,0,0,0,1,3
424,304,136,496,456,136,496,136,0,0,0,1,3
424,312,136,488,456,136,488,136,0,0,0,1,3
424,320,136,480,456,136,480,136,0,0,0,1,3
424,328,136,472,104,496,472,136,1,0,0,1,0
416,328,144,472,104,496,472,144,1,0,0,1,0
408,328,152,472,104,496,472,152,1,0,0,1,0
400,328,160,472,104,496,472,160,1,0,0,1,0
392,328,168,472,104,496,472,168,1,0,0,1,0
384,328,176,472,104,496,472,176,1,0,0,1,0
376,328,184,472,104,496,472,184,1,0,0,1,0
368,328,192,472,104,496,472,192,1,0,0,1,0
360,328,200,472,104,496,472,200,1,0,0,1,0
352,328,208,472,104,496,472,208,1,0,0,1,0
344,328,216,472,104,496,472,216,1,0,0,1,0
336,328,224,472,104,496,472,224,1,0,0,1,0
328,328,232,472,104,496,472,232,1,0,0,1,0
320,328,240,472,104,496,472,240,1,0,0,1,0
312,328,248,472,104,496,472,248,1,0,0,1,0
304,328,256,472,104,496,472,256,1,0,0,1,0
296,328,264,472,104,496,472,264,1,0,0,1,0
288,328,272,472,104,496,472,272,1,0,0,1,0
280,328,280,472,104,496,472,280,1,0,0,1,0
272,328,288,472,104,496,472,288,1,0,0,1,0
264,328,296,472,104,496,472,296,1,0,0,1,0
256,328,304,472,104,496,472,304,1,0,0,1,0
248,328,312,472,104,496,472,312,1,0,0,1,0
240,328,320,472,104,496,472,320,1,0,0,1,0
232,328,328,472,104,496,472,328,1,0,0,1,0
224,328,336,472,104,496,472,336,1,0,0,1,0
216,328,344,472,104,496,472,344,1,0,0,1,0
208,328,352,472,104,496,472,352,1,0,0,1,0
200,328,360,472,104,496,472,360,1,0,0,1,0
192,328,368,472,104,496,472,368,1,0,0,1,0
184,328,376,472,104,496,472,376,1,0,0,1,0
176,328,384,472,104,496,472,384,1,0,0,1,0
168,328,392,472,104,496,472,392,1,0,0,1,0
160,328,400,472,104,496,472,400,1,0,0,1,0
152,328,408,472,104,496,472,408,1,0,0,1,0
144,328,416,472,104,496,472,416,1,0,0,1,0
136,328,424,472,104,496,472,424,1,0,0,1,0
128,328,432,472,104,496,472,432,1,0,0,1,0
120,328,440,472,104,496,472,440,1,0,0,1,0
112,328,448,472,104,496,472,448,1,0,0,1,0
104,328,456,472,104,496,472,456,1,0,0,1,0
96,328,464,472,104,496,472,464,1,0,0,1,0
88,328,472,472,104,496,472,472,1,0,0,1,0
80,328,480,472,104,496,472,480,1,0,0,1,0
72,328,488,472,104,496,472,488,1,0,0,1,0
64,328,496,472,104,496,472,496,0,0,0,1,3
64,336,496,464,104,496,464,496,0,0,0,1,3
64,344,496,456,104,496,456,496,0,0,0,1,3
64,352,496,448,104,496,448,496,0,0,0,1,3
64,360,496,440,104,496,440,496,0,0,0,1,3
64,368,496,432,104,496,432,496,0,0,0,1,3
64,376,496,424,104,496,424,496,0,0,0,1,3
64,384,496,416,104,496,416,496,0,0,0,1,3
64,392,496,408,104,496,408,496,0,0,0,1,3
64,400,496,400,104,496,400,496,0,0,0,1,3
64,408,496,392,104,496,392,496,0,0,0,1,3
64,416,496,384,104,496,384,496,0,0,0,1,3
64,424,496,376,104,496,376,496,0,0,0,1,3
64,432,496,368,104,496,368,496,0,0,0,1,3
64,440,496,360,104,496,360,496,0,0,0,1,3
64,448,496,352,104,496,352,496,0,0,0,1,3
64,456,496,344,104,496,344,496,0,0,0,1,3
64,464,496,336,104,496,336,496,0,0,0,1,3
64,472,496,328,104,496,328,496,0,0,0,1,3
64,480,496,320,104,496,320,496,0,0,0,1,3
64,488,496,312,104,496,312,496,0,0,0,1,3
64,496,496,304,104,496,304,496,0,0,0,1,3
64,504,496,296,104,496,296,496,0,0,0,1,3
64,512,496,288,104,496,288,496,0,0,0,1,3
64,520,496,280,104,496,280,496,0,0,0,1,3
64,528,496,272,104,496,272,496,0,0,0,1,3
64,536,496,264,104,496,264,496,0,0,0,1,3
64,544,496,256,104,496,256,496,0,0,0,1,3
64,552,496,248,104,496,248,496,0,0,0,1,3
64,560,496,240,104,496,240,496,0,0,0,1,3
64,568,496,232,104,496,232,496,0,0,0,1,3
64,576,496,224,104,496,224,496,0,0,0,1,3
64,584,496,216,104,496,216,496,0,0,0,1,3
64,592,496,208,104,496,208,496,0,0,0,1,3
64,600,496,200,104,496,200,496,0,0,0,1,3
64,608,496,192,104,496,192,496,0,0,0,1,3
64,616,496,184,104,496,184,496,0,0,0,1,3
64,624,496,176,104,496,176,496,0,0,0,1,3
64,632,496,168,104,496,168,496,0,0,0,1,3
64,640,496,160,104,496,160,496,0,0,0,1,3
64,648,496,152,104,496,152,496,0,0,0,1,3
64,656,496,144,104,496,144,496,0,0,0,1,3
64,664,496,136,104,496,136,496,0,0,0,1,3
64,672,496,128,104,496,128,496,0,0,0,1,3
64,680,496,120,24,272,120,496,0,0,1,1,3
64,688,496,112,24,272,112,496,0,0,1,1,3
64,696,496,104,24,272,104,496,0,0,1,1,3
64,704,496,96,24,272,96,496,0,0,1,1,3
64,712,496,88,24,272,88,496,0,0,1,1,3
64,720,496,80,24,272,80,496,0,0,1,1,3
64,728,496,72,24,272,72,496,0,0,1,1,3
64,736,496,64,24,272,64,496,0,0,1,1,3
64,744,496,56,24,272,56,496,0,0,1,1,3
64,752,496,48,24,272,48,496,0,0,1,1,3
64,760,496,40,24,272,40,496,0,0,1,1,3
64,768,496,32,24,272,32,496,0,0,1,1,3
64,776,496,24,24,272,24,496,0,0,1,0,2
72,776,488,24,24,272,24,488,0,0,1,0,2
80,776,480,24,24,272,24,480,0,0,1,0,2
88,776,472,24,24,272,24,472,0,0,1,0,2
96,776,464,24,24,272,24,464,0,0,1,0,2
104,776,456,24,24,272,24,456,0,0,1,0,2
112,776,448,24,24,272,24,448,0,0,1,0,2
120,776,440,24,24,272,24,440,0,0,1,0,2
128,776,432,24,24,272,24,432,0,0,1,0,2
136,776,424,24,24,272,24,424,0,0,1,0,2
144,776,416,24,24,272,24,416,0,0,1,0,2
152,776,408,24,24,272,24,408,0,0,1,0,2
160,776,400,24,24,272,24,400,0,0,1,0,2
168,776,392,24,24,272,24,392,0,0,1,0,2
176,776,384,24,24,272,24,384,0,0,1,0,2
184,776,376,24,24,272,24,376,0,0,1,0,2
192,776,368,24,24,272,24,368,0,0,1,0,2
200,776,360,24,24,272,24,360,0,0,1,0,2
208,776,352,24,24,272,24,352,0,0,1,0,2
216,776,344,24,24,272,24,344,0,0,1,0,2
224,776,336,24,24,272,24,336,0,0,1,0,2
232,776,328,24,24,272,24,328,0,0,1,0,2
240,776,320,24,24,272,24,320,0,0,1,0,2
248,776,312,24,24,272,24,312,0,0,1,0,2
256,776,304,24,24,272,24,304,0,0,1,0,2
264,776,296,24,24,272,24,296,0,0,1,0,2
272,776,288,24,600,48,24,288,0,1,1,0,2
280,776,280,24,600,48,24,280,0,1,1,0,2
288,776,272,24,600,48,24,272,0,1,1,0,2
296,776,264,24,600,48,24,264,0,1,1,0,2
304,776,256,24,600,48,24,256,0,1,1,0,2
312,776,248,24,600,48,24,248,0,1,1,0,2
320,776,240,24,600,48,24,240,0,1,1,0,2
328,776,232,24,600,48,24,232,0,1,1,0,2
336,776,224,24,600,48,24,224,0,1,1,0,2
344,776,216,24,600,48,24,216,0,1,1,0,2
352,776,208,24,600,48,24,208,0,1,1,0,2
360,776,200,24,600,48,24,200,0,1,1,0,2
368,776,192,24,600,48,24,192,0,1,1,0,2
376,776,184,24,600,48,24,184,0,1,1,0,2
384,776,176,24,600,48,24,176,0,1,1,0,2
392,776,168,24,600,48,24,168,0,1,1,0,2
400,776,160,24,600,48,24,160,0,1,1,0,2
408,776,152,24,600,48,24,152,0,1,1,0,2
416,776,144,24,600,48,24,144,0,1,1,0,2
424,776,136,24,600,48,24,136,0,1,1,0,2
432,776,128,24,600,48,24,128,0,1,1,0,2
440,776,120,24,600,48,24,120,0,1,1,0,2
448,776,112,24,600,48,24,112,0,1,1,0,2
456,776,104,24,600,48,24,104,0,1,1,0,2
464,776,96,24,600,48,24,96,0,1,1,0,2
472,776,88,24,600,48,24,88,0,1,1,0,2
480,776,80,24,600,48,24,80,0,1,1,0,2
488,776,72,24,600,48,24,72,0,1,1,0,2
496,776,64,24,600,48,24,64,0,1,1,0,2
504,776,56,24,600,48,24,56,0,1,1,0,2
512,776,48,24,600,48,24,48,0,1,0,0,1
512,768,48,32,600,48,32,48,0,1,0,0,1
512,760,48,40,600,48,40,48,0,1,0,0,1
512,752,48,48,600,48,48,48,0,1,0,0,1
512,744,48,56,600,48,56,48,0,1,0,0,1
512,736,48,64,600,48,64,48,0,1,0,0,1
512,728,48,72,600,48,72,48,0,1,0,0,1
512,720,48,80,600,48,80,48,0,1,0,0,1
512,712,48,88,600,48,88,48,0,1,0,0,1
512,704,48,96,600,48,96,48,0,1,0,0,1
512,696,48,104,600,48,104,48,0,1,0,0,1
512,688,48,112,600,48,112,48,0,1,0,0,1
512,680,48,120,600,48,120,48,0,1,0,0,1
512,672,48,128,600,48,128,48,0,1,0,0,1
512,664,48,136,600,48,136,48,0,1,0,0,1
512,656,48,144,600,48,144,48,0,1,0,0,1
512,648,48,152,600,48,152,48,0,1,0,0,1
512,640,48,160,600,48,160,48,0,1,0,0,1
512,632,48,168,600,48,168,48,0,1,0,0,1
512,624,48,176,600,48,176,48,0,1,0,0,1
512,616,48,184,600,48,184,48,0,1,0,0,1
512,608,48,192,600,48,192,48,0,1,0,0,1
512,600,48,200,600,48,200,48,0,1,0,0,1
512,592,48,208,600,48,208,48,0,1,0,0,1
512,584,48,216,600,48,216,48,0,1,0,0,1
512,576,48,224,600,48,224,48,0,1,0,0,1
512,568,48,232,600,48,232,48,0,1,0,0,1
512,560,48,240,600,48,240,48,0,1,0,0,1
512,552,48,248,600,48,248,48,0,1,0,0,1
512,544,48,256,600,48,256,48,0,1,0,0,1
512,536,48,264,600,48,264,48,0,1,0,0,1
512,528,48,272,600,48,272,48,0,1,0,0,1
512,520,48,280,600,48,280,48,0,1,0,0,1
512,512,48,288,600,48,288,48,0,1,0,0,1
512,504,48,296,600,48,296,48,0,1,0,0,1
512,496,48,304,600,48,304,48,0,1,0,0,1
512,488,48,312,600,48,312,48,0,1,0,0,1
512,480,48,320,600,48,320,48,0,1,0,0,1
512,472,48,328,600,48,328,48,0,1,0,0,1
512,464,48,336,600,48,336,48,0,1,0,0,1
512,456,48,344,600,48,344,48,0,1,0,0,1
512,448,48,352,600,48,352,48,0,1,0,0,1
512,440,48,360,600,48,360,48,0,1,0,0,1
512,432,48,368,600,48,368,48,0,1,0,0,1
512,424,48,376,600,48,376,48,0,1,0,0,1
512,416,48,384,600,48,384,48,0,1,0,0,1
512,408,48,392,600,48,392,48,0,1,0,0,1
512,400,48,400,600,48,400,48,0,1,0,0,1
512,392,48,408,600,48,408,48,0,1,0,0,1
512,384,48,416,600,48,416,48,0,1,0,0,1
512,376,48,424,600,48,424,48,0,1,0,0,1
512,368,48,432,600,48,432,48,0,1,0,0,1
512,360,48,440,600,48,440,48,0,1,0,0,1
512,352,48,448,600,48,448,48,0,1,0,0,1
512,344,48,456,600,48,456,48,0,1,0,0,1
512,336,48,464,600,48,464,48,0,1,0,0,1
512,328,48,472,600,48,472,48,0,1,0,0,1
512,320,48,480,600,48,480,48,0,1,0,0,1
512,312,48,488,600,48,488,48,0,1,0,0,1
512,304,48,496,600,48,496,48,0,1,0,0,1
512,296,48,504,600,48,504,48,0,1,0,0,1
512,288,48,512,600,48,512,48,0,1,0,0,1
512,280,48,520,600,48,520,48,0,1,0,0,1
512,272,48,528,600,48,528,48,0,1,0,0,1
512,264,48,536,600,48,536,48,0,1,0,0,1
512,256,48,544,600,48,544,48,0,1,0,0,1
512,248,48,552,600,48,552,48,0,1,0,0,1
512,240,48,560,600,48,560,48,0,1,0,0,1
512,232,48,568,600,48,568,48,0,1,0,0,1
512,224,48,576,600,48,576,48,0,1,0,0,1
512,216,48,584,608,88,584,48,1,1,0,0,1
512,208,48,592,608,88,592,48,1,1,0,0,1
512,200,48,600,608,88,600,48,1,1,0,0,1
512,192,48,608,608,88,608,48,1,0,0,0,0
504,192,56,608,608,88,608,56,1,0,0,0,0
496,192,64,608,608,88,608,64,1,0,0,0,0
488,192,72,608,144,368,608,72,1,0,0,1,0
480,192,80,608,144,368,608,80,1,0,0,1,0
472,192,88,608,144,368,608,88,1,0,0,1,0
464,192,96,608,144,368,608,96,1,0,0,1,0
456,192,104,608,144,368,608,104,1,0,0,1,0
448,192,112,608,144,368,608,112,1,0,0,1,0
440,192,120,608,144,368,608,120,1,0,0,1,0
432,192,128,608,144,368,608,128,1,0,0,1,0
424,192,136,608,144,368,608,136,1,0,0,1,0
416,192,144,608,144,368,608,144,1,0,0,1,0
408,192,152,608,144,368,608,152,1,0,0,1,0
400,192,160,608,144,368,608,160,1,0,0,1,0
392,192,168,608,144,368,608,168,1,0,0,1,0
384,192,176,608,144,368,608,176,1,0,0,1,0
376,192,184,608,144,368,608,184,1,0,0,1,0
368,192,192,608,144,368,608,192,1,0,0,1,0
360,192,200,608,144,368,608,200,1,0,0,1,0
352,192,208,608,144,368,608,208,1,0,0,1,0
344,192,216,608,144,368,608,216,1,0,0,1,0
336,192,224,608,144,368,608,224,1,0,0,1,0
328,192,232,608,144,368,608,232,1,0,0,1,0
320,192,240,608,144,368,608,240,1,0,0,1,0
312,192,248,608,144,368,608,248,1,0,0,1,0
304,192,256,608,144,368,608,256,1,0,0,1,0
296,192,264,608,144,368,608,264,1,0,0,1,0
288,192,272,608,144,368,608,272,1,0,0,1,0
280,192,280,608,144,368,608,280,1,0,0,1,0
272,192,288,608,144,368,608,288,1,0,0,1,0
264,192,296,608,144,368,608,296,1,0,0,1,0
256,192,304,608,144,368,608,304,1,0,0,1,0
248,192,312,608,144,368,608,312,1,0,0,1,0
240,192,320,608,144,368,608,320,1,0,0,1,0
232,192,328,608,144,368,608,328,1,0,0,1,0
224,192,336,608,144,368,608,336,1,0,0,1,0
216,192,344,608,144,368,608,344,1,0,0,1,0
208,192,352,608,144,368,608,352,1,0,0,1,0
200,192,360,608,144,368,608,360,1,0,0,1,0
192,192,368,608,144,368,608,368,0,0,0,1,3
192,200,368,600,144,368,600,368,0,0,0,1,3
192,208,368,592,144,368,592,368,0,0,0,1,3
192,216,368,584,144,368,584,368,0,0,0,1,3
192,224,368,576,144,368,576,368,0,0,0,1,3
192,232,368,568,144,368,568,368,0,0,0,1,3
192,240,368,560,144,368,560,368,0,0,0,1,3
192,248,368,552,144,368,552,368,0,0,0,1,3
192,256,368,544,144,368,544,368,0,0,0,1,3
192,264,368,536,144,368,536,368,0,0,0,1,3
192,272,368,528,144,368,528,368,0,0,0,1,3
192,280,368,520,144,368,520,368,0,0,0,1,3
192,288,368,512,144,368,512,368,0,0,0,1,3
192,296,368,504,144,368,504,368,0,0,0,1,3
192,304,368,496,144,368,496,368,0,0,0,1,3
192,312,368,488,144,368,488,368,0,0,0,1,3
192,320,368,480,144,368,480,368,0,0,0,1,3
192,328,368,472,144,368,472,368,0,0,0,1,3
192,336,368,464,144,368,464,368,0,0,0,1,3
192,344,368,456,144,368,456,368,0,0,0,1,3
192,352,368,448,144,368,448,368,0,0,0,1,3
192,360,368,440,144,368,440,368,0,0,0,1,3
192,368,368,432,144,368,432,368,0,0,0,1,3
192,376,368,424,144,368,424,368,0,0,0,1,3
192,384,368,416,144,368,416,368,0,0,0,1,3
192,392,368,408,144,368,408,368,0,0,0,1,3
192,400,368,400,144,368,400,368,0,0,0,1,3
192,408,368,392,144,368,392,368,0,0,0,1,3
192,416,368,384,144,368,384,368,0,0,0,1,3
192,424,368,376,144,368,376,368,0,0,0,1,3
192,432,368,368,144,368,368,368,0,0,0,1,3
192,440,368,360,144,368,360,368,0,0,0,1,3
192,448,368,352,144,368,352,368,0,0,0,1,3
192,456,368,344,144,368,344,368,0,0,0,1,3
192,464,368,336,144,368,336,368,0,0,0,1,3
192,472,368,328,144,368,328,368,0,0,0,1,3
192,480,368,320,144,368,320,368,0,0,0,1,3
192,488,368,312,144,368,312,368,0,0,0,1,3
192,496,368,304,144,368,304,368,0,0,0,1,3
192,504,368,296,144,368,296,368,0,0,0,1,3
192,512,368,288,144,368,288,368,0,0,0,1,3
192,520,368,280,144,368,280,368,0,0,0,1,3
192,528,368,272,144,368,272,368,0,0,0,1,3
192,536,368,264,144,368,264,368,0,0,0,1,3
192,544,368,256,144,368,256,368,0,0,0,1,3
192,552,368,248,144,368,248,368,0,0,0,1,3
192,560,368,240,144,368,240,368,0,0,0,1,3
192,568,368,232,144,368,232,368,0,0,0,1,3
192,576,368,224,144,368,224,368,0,0,0,1,3
192,584,368,216,144,368,216,368,0,0,0,1,3
192,592,368,208,144,368,208,368,0,0,0,1,3
192,600,368,200,144,368,200,368,0,0,0,1,3
192,608,368,192,144,368,192,368,0,0,0,1,3
192,616,368,184,144,368,184,368,0,0,0,1,3
192,624,368,176,144,368,176,368,0,0,0,1,3
192,632,368,168,144,368,168,368,0,0,0,1,3
192,640,368,160,648,304,160,368,0,1,1,0,2
200,640,360,160,648,304,160,360,0,1,1,0,2
208,640,352,160,648,304,160,352,0,1,1,0,2
216,640,344,160,648,304,160,344,0,1,1,0,2
224,640,336,160,648,304,160,336,0,1,1,0,2
232,640,328,160,648,304,160,328,0,1,1,0,2
240,640,320,160,648,304,160,320,0,1,1,0,2
248,640,312,160,648,304,160,312,0,1,1,0,2
256,640,304,160,648,304,160,304,0,1,0,0,1
256,632,304,168,648,304,168,304,0,1,0,0,1
256,624,304,176,648,304,176,304,0,1,0,0,1
256,616,304,184,648,304,184,304,0,1,0,0,1
256,608,304,192,648,304,192,304,0,1,0,0,1
256,600,304,200,648,304,200,304,0,1,0,0,1
256,592,304,208,648,304,208,304,0,1,0,0,1
256,584,304,216,648,304,216,304,0,1,0,0,1
256,576,304,224,648,304,224,304,0,1,0,0,1
256,568,304,232,648,304,232,304,0,1,0,0,1
256,560,304,240,648,304,240,304,0,1,0,0,1
256,552,304,248,648,304,248,304,0,1,0,0,1
256,544,304,256,648,304,256,304,0,1,0,0,1
256,536,304,264,648,304,264,304,0,1,0,0,1
256,528,304,272,648,304,272,304,0,1,0,0,1
256,520,304,280,648,304,280,304,0,1,0,0,1
256,512,304,288,648,304,288,304,0,1,0,0,1
256,504,304,296,648,304,296,304,0,1,0,0,1
256,496,304,304,648,304,304,304,0,1,0,0,1
256,488,304,312,648,304,312,304,0,1,0,0,1
256,480,304,320,648,304,320,304,0,1,0,0,1
256,472,304,328,648,304,328,304,0,1,0,0,1
256,464,304,336,648,304,336,304,0,1,0,0,1
256,456,304,344,648,304,344,304,0,1,0,0,1
256,448,304,352,648,304,352,304,0,1,0,0,1
256,440,304,360,648,304,360,304,0,1,0,0,1
256,432,304,368,648,304,368,304,0,1,0,0,1
256,424,304,376,648,304,376,304,0,1,0,0,1
256,416,304,384,648,304,384,304,0,1,0,0,1
256,408,304,392,648,304,392,304,0,1,0,0,1
256,400,304,400,648,304,400,304,0,1,0,0,1
256,392,304,408,648,304,408,304,0,1,0,0,1
256,384,304,416,648,304,416,304,0,1,0,0,1
256,376,304,424,648,304,424,304,0,1,0,0,1
256,368,304,432,648,304,432,304,0,1,0,0,1
256,360,304,440,648,304,440,304,0,1,0,0,1
256,352,304,448,648,304,448,304,0,1,0,0,1
256,344,304,456,648,304,456,304,0,1,0,0,1
256,336,304,464,648,304,464,304,0,1,0,0,1
256,328,304,472,648,304,472,304,0,1,0,0,1
256,320,304,480,648,304,480,304,0,1,0,0,1
256,312,304,488,648,304,488,304,0,1,0,0,1
256,304,304,496,648,304,496,304,0,1,0,0,1
256,296,304,504,648,304,504,304,0,1,0,0,1
256,288,304,512,648,304,512,304,0,1,0,0,1
256,280,304,520,648,304,520,304,0,1,0,0,1
256,272,304,528,648,304,528,304,0,1,0,0,1
256,264,304,536,648,304,536,304,0,1,0,0,1
256,256,304,544,648,304,544,304,0,1,0,0,1
256,248,304,552,648,304,552,304,0,1,0,0,1
256,240,304,560,648,304,560,304,0,1,0,0,1
256,232,304,568,648,304,568,304,0,1,0,0,1
256,224,304,576,648,304,576,304,0,1,0,0,1
256,216,304,584,648,304,584,304,0,1,0,0,1
256,208,304,592,648,304,592,304,0,1,0,0,1
256,200,304,600,648,304,600,304,0,1,0,0,1
256,192,304,608,648,304,608,304,0,1,0,0,1
256,184,304,616,648,304,616,304,0,1,0,0,1
256,176,304,624,648,304,624,304,0,1,0,0,1
256,168,304,632,152,424,632,304,1,0,0,1,0
248,168,312,632,152,424,632,312,1,0,0,1,0
240,168,320,632,152,424,632,320,1,0,0,1,0
232,168,328,632,152,424,632,328,1,0,0,1,0
224,168,336,632,152,424,632,336,1,0,0,1,0
216,168,344,632,152,424,632,344,1,0,0,1,0
208,168,352,632,152,424,632,352,1,0,0,1,0
200,168,360,632,152,424,632,360,1,0,0,1,0
192,168,368,632,152,424,632,368,1,0,0,1,0
184,168,376,632,152,424,632,376,1,0,0,1,0
176,168,384,632,152,424,632,384,1,0,0,1,0
168,168,392,632,152,424,632,392,1,0,0,1,0
160,168,400,632,152,424,632,400,1,0,0,1,0
152,168,408,632,152,424,632,408,1,0,0,1,0
144,168,416,632,152,424,632,416,1,0,0,1,0
136,168,424,632,152,424,632,424,0,0,0,1,3
136,176,424,624,152,424,624,424,0,0,0,1,3
136,184,424,616,152,424,616,424,0,0,0,1,3
136,192,424,608,152,424,608,424,0,0,0,1,3
136,200,424,600,152,424,600,424,0,0,0,1,3
136,208,424,592,152,424,592,424,0,0,0,1,3
136,216,424,584,152,424,584,424,0,0,0,1,3
136,224,424,576,152,424,576,424,0,0,0,1,3
136,232,424,568,152,424,568,424,0,0,0,1,3
136,240,424,560,152,424,560,424,0,0,0,1,3
136,248,424,552,152,424,552,424,0,0,0,1,3
136,256,424,544,152,424,544,424,0,0,0,1,3
136,264,424,536,152,424,536,424,0,0,0,1,3
136,272,424,528,152,424,528,424,0,0,0,1,3
136,280,424,520,152,424,520,424,0,0,0,1,3
136,288,424,512,152,424,512,424,0,0,0,1,3
136,296,424,504,152,424,504,424,0,0,0,1,3
136,304,424,496,152,424,496,424,0,0,0,1,3
136,312,424,488,152,424,488,424,0,0,0,1,3
136,320,424,480,152,424,480,424,0,0,0,1,3
136,328,424,472,152,424,472,424,0,0,0,1,3
136,336,424,464,152,424,464,424,0,0,0,1,3
136,344,424,456,152,424,456,424,0,0,0,1,3
136,352,424,448,152,424,448,424,0,0,0,1,3
136,360,424,440,152,424,440,424,0,0,0,1,3
136,368,424,432,152,424,432,424,0,0,0,1,3
136,376,424,424,152,424,424,424,0,0,0,1,3
136,384,424,416,152,424,416,424,0,0,0,1,3
136,392,424,408,152,424,408,424,0,0,0,1,3
136,400,424,400,152,424,400,424,0,0,0,1,3
136,408,424,392,152,424,392,424,0,0,0,1,3
136,416,424,384,152,424,384,424,0,0,0,1,3
136,424,424,376,152,424,376,424,0,0,0,1,3
136,432,424,368,152,424,368,424,0,0,0,1,3
136,440,424,360,152,424,360,424,0,0,0,1,3
